"ID";"Lagerort";"x_Koordinate";"y_Koordinate";"z_Koordinate"; 
"1";"(1, 1, 1, 'l')";"150";"400";"2075"; 
"2";"(1, 1, 2, 'l')";"550";"400";"2075"; 
"3";"(1, 1, 3, 'l')";"950";"400";"2075"; 
"4";"(1, 1, 4, 'l')";"1350";"400";"2075"; 
"5";"(1, 1, 5, 'l')";"1750";"400";"2075"; 
"6";"(1, 1, 6, 'l')";"2150";"400";"2075"; 
"7";"(1, 1, 7, 'l')";"2550";"400";"2075"; 
"8";"(1, 1, 8, 'l')";"2950";"400";"2075"; 
"9";"(1, 1, 9, 'l')";"3350";"400";"2075"; 
"10";"(1, 1, 10, 'l')";"3750";"400";"2075"; 
"11";"(1, 1, 11, 'l')";"4150";"400";"2075"; 
"12";"(1, 1, 12, 'l')";"4550";"400";"2075"; 
"13";"(1, 1, 13, 'l')";"4950";"400";"2075"; 
"14";"(1, 1, 14, 'l')";"5350";"400";"2075"; 
"15";"(1, 1, 15, 'l')";"5750";"400";"2075"; 
"16";"(1, 1, 16, 'l')";"6150";"400";"2075"; 
"17";"(1, 1, 17, 'l')";"6550";"400";"2075"; 
"18";"(1, 1, 18, 'l')";"6950";"400";"2075"; 
"19";"(1, 1, 19, 'l')";"7350";"400";"2075"; 
"20";"(1, 1, 20, 'l')";"7750";"400";"2075"; 
"21";"(1, 1, 1, 'r')";"150";"1400";"2075"; 
"22";"(1, 1, 2, 'r')";"550";"1400";"2075"; 
"23";"(1, 1, 3, 'r')";"950";"1400";"2075"; 
"24";"(1, 1, 4, 'r')";"1350";"1400";"2075"; 
"25";"(1, 1, 5, 'r')";"1750";"1400";"2075"; 
"26";"(1, 1, 6, 'r')";"2150";"1400";"2075"; 
"27";"(1, 1, 7, 'r')";"2550";"1400";"2075"; 
"28";"(1, 1, 8, 'r')";"2950";"1400";"2075"; 
"29";"(1, 1, 9, 'r')";"3350";"1400";"2075"; 
"30";"(1, 1, 10, 'r')";"3750";"1400";"2075"; 
"31";"(1, 1, 11, 'r')";"4150";"1400";"2075"; 
"32";"(1, 1, 12, 'r')";"4550";"1400";"2075"; 
"33";"(1, 1, 13, 'r')";"4950";"1400";"2075"; 
"34";"(1, 1, 14, 'r')";"5350";"1400";"2075"; 
"35";"(1, 1, 15, 'r')";"5750";"1400";"2075"; 
"36";"(1, 1, 16, 'r')";"6150";"1400";"2075"; 
"37";"(1, 1, 17, 'r')";"6550";"1400";"2075"; 
"38";"(1, 1, 18, 'r')";"6950";"1400";"2075"; 
"39";"(1, 1, 19, 'r')";"7350";"1400";"2075"; 
"40";"(1, 1, 20, 'r')";"7750";"1400";"2075"; 
"41";"0";"150";"2300";"2075"; 
"42";"0";"550";"2300";"2075"; 
"43";"0";"950";"2300";"2075"; 
"44";"0";"1350";"2300";"2075"; 
"45";"0";"1750";"2300";"2075"; 
"46";"0";"2150";"2300";"2075"; 
"47";"0";"2550";"2300";"2075"; 
"48";"0";"2950";"2300";"2075"; 
"49";"0";"3350";"2300";"2075"; 
"50";"0";"3750";"2300";"2075"; 
"51";"0";"4150";"2300";"2075"; 
"52";"0";"4550";"2300";"2075"; 
"53";"0";"4950";"2300";"2075"; 
"54";"0";"5350";"2300";"2075"; 
"55";"0";"5750";"2300";"2075"; 
"56";"0";"6150";"2300";"2075"; 
"57";"0";"6550";"2300";"2075"; 
"58";"0";"6950";"2300";"2075"; 
"59";"0";"7350";"2300";"2075"; 
"60";"0";"7750";"2300";"2075"; 
"61";"0";"150";"3300";"2075"; 
"62";"0";"550";"3300";"2075"; 
"63";"0";"950";"3300";"2075"; 
"64";"0";"1350";"3300";"2075"; 
"65";"0";"1750";"3300";"2075"; 
"66";"0";"2150";"3300";"2075"; 
"67";"0";"2550";"3300";"2075"; 
"68";"0";"2950";"3300";"2075"; 
"69";"0";"3350";"3300";"2075"; 
"70";"0";"3750";"3300";"2075"; 
"71";"0";"4150";"3300";"2075"; 
"72";"0";"4550";"3300";"2075"; 
"73";"0";"4950";"3300";"2075"; 
"74";"0";"5350";"3300";"2075"; 
"75";"0";"5750";"3300";"2075"; 
"76";"0";"6150";"3300";"2075"; 
"77";"0";"6550";"3300";"2075"; 
"78";"0";"6950";"3300";"2075"; 
"79";"0";"7350";"3300";"2075"; 
"80";"0";"7750";"3300";"2075"; 
"81";"0";"150";"4200";"2075"; 
"82";"0";"550";"4200";"2075"; 
"83";"0";"950";"4200";"2075"; 
"84";"0";"1350";"4200";"2075"; 
"85";"0";"1750";"4200";"2075"; 
"86";"0";"2150";"4200";"2075"; 
"87";"0";"2550";"4200";"2075"; 
"88";"0";"2950";"4200";"2075"; 
"89";"0";"3350";"4200";"2075"; 
"90";"0";"3750";"4200";"2075"; 
"91";"0";"4150";"4200";"2075"; 
"92";"0";"4550";"4200";"2075"; 
"93";"0";"4950";"4200";"2075"; 
"94";"0";"5350";"4200";"2075"; 
"95";"0";"5750";"4200";"2075"; 
"96";"0";"6150";"4200";"2075"; 
"97";"0";"6550";"4200";"2075"; 
"98";"0";"6950";"4200";"2075"; 
"99";"0";"7350";"4200";"2075"; 
"100";"0";"7750";"4200";"2075"; 
"101";"0";"150";"5200";"2075"; 
"102";"0";"550";"5200";"2075"; 
"103";"0";"950";"5200";"2075"; 
"104";"0";"1350";"5200";"2075"; 
"105";"0";"1750";"5200";"2075"; 
"106";"0";"2150";"5200";"2075"; 
"107";"0";"2550";"5200";"2075"; 
"108";"0";"2950";"5200";"2075"; 
"109";"0";"3350";"5200";"2075"; 
"110";"0";"3750";"5200";"2075"; 
"111";"0";"4150";"5200";"2075"; 
"112";"0";"4550";"5200";"2075"; 
"113";"0";"4950";"5200";"2075"; 
"114";"0";"5350";"5200";"2075"; 
"115";"0";"5750";"5200";"2075"; 
"116";"0";"6150";"5200";"2075"; 
"117";"0";"6550";"5200";"2075"; 
"118";"0";"6950";"5200";"2075"; 
"119";"0";"7350";"5200";"2075"; 
"120";"0";"7750";"5200";"2075"; 
"121";"0";"150";"6100";"2075"; 
"122";"0";"550";"6100";"2075"; 
"123";"0";"950";"6100";"2075"; 
"124";"0";"1350";"6100";"2075"; 
"125";"0";"1750";"6100";"2075"; 
"126";"0";"2150";"6100";"2075"; 
"127";"0";"2550";"6100";"2075"; 
"128";"0";"2950";"6100";"2075"; 
"129";"0";"3350";"6100";"2075"; 
"130";"0";"3750";"6100";"2075"; 
"131";"0";"4150";"6100";"2075"; 
"132";"0";"4550";"6100";"2075"; 
"133";"0";"4950";"6100";"2075"; 
"134";"0";"5350";"6100";"2075"; 
"135";"0";"5750";"6100";"2075"; 
"136";"0";"6150";"6100";"2075"; 
"137";"0";"6550";"6100";"2075"; 
"138";"0";"6950";"6100";"2075"; 
"139";"0";"7350";"6100";"2075"; 
"140";"0";"7750";"6100";"2075"; 
"141";"0";"150";"7100";"2075"; 
"142";"0";"550";"7100";"2075"; 
"143";"0";"950";"7100";"2075"; 
"144";"0";"1350";"7100";"2075"; 
"145";"0";"1750";"7100";"2075"; 
"146";"0";"2150";"7100";"2075"; 
"147";"0";"2550";"7100";"2075"; 
"148";"0";"2950";"7100";"2075"; 
"149";"0";"3350";"7100";"2075"; 
"150";"0";"3750";"7100";"2075"; 
"151";"0";"4150";"7100";"2075"; 
"152";"0";"4550";"7100";"2075"; 
"153";"0";"4950";"7100";"2075"; 
"154";"0";"5350";"7100";"2075"; 
"155";"0";"5750";"7100";"2075"; 
"156";"0";"6150";"7100";"2075"; 
"157";"0";"6550";"7100";"2075"; 
"158";"0";"6950";"7100";"2075"; 
"159";"0";"7350";"7100";"2075"; 
"160";"0";"7750";"7100";"2075"; 
"161";"0";"150";"8000";"2075"; 
"162";"0";"550";"8000";"2075"; 
"163";"0";"950";"8000";"2075"; 
"164";"0";"1350";"8000";"2075"; 
"165";"0";"1750";"8000";"2075"; 
"166";"0";"2150";"8000";"2075"; 
"167";"0";"2550";"8000";"2075"; 
"168";"0";"2950";"8000";"2075"; 
"169";"0";"3350";"8000";"2075"; 
"170";"0";"3750";"8000";"2075"; 
"171";"0";"4150";"8000";"2075"; 
"172";"0";"4550";"8000";"2075"; 
"173";"0";"4950";"8000";"2075"; 
"174";"0";"5350";"8000";"2075"; 
"175";"0";"5750";"8000";"2075"; 
"176";"0";"6150";"8000";"2075"; 
"177";"0";"6550";"8000";"2075"; 
"178";"0";"6950";"8000";"2075"; 
"179";"0";"7350";"8000";"2075"; 
"180";"0";"7750";"8000";"2075"; 
"181";"0";"150";"9000";"2075"; 
"182";"0";"550";"9000";"2075"; 
"183";"0";"950";"9000";"2075"; 
"184";"0";"1350";"9000";"2075"; 
"185";"0";"1750";"9000";"2075"; 
"186";"0";"2150";"9000";"2075"; 
"187";"0";"2550";"9000";"2075"; 
"188";"0";"2950";"9000";"2075"; 
"189";"0";"3350";"9000";"2075"; 
"190";"0";"3750";"9000";"2075"; 
"191";"0";"4150";"9000";"2075"; 
"192";"0";"4550";"9000";"2075"; 
"193";"0";"4950";"9000";"2075"; 
"194";"0";"5350";"9000";"2075"; 
"195";"0";"5750";"9000";"2075"; 
"196";"0";"6150";"9000";"2075"; 
"197";"0";"6550";"9000";"2075"; 
"198";"0";"6950";"9000";"2075"; 
"199";"0";"7350";"9000";"2075"; 
"200";"0";"7750";"9000";"2075"; 
"201";"0";"150";"400";"2325"; 
"202";"0";"550";"400";"2325"; 
"203";"0";"950";"400";"2325"; 
"204";"0";"1350";"400";"2325"; 
"205";"0";"1750";"400";"2325"; 
"206";"0";"2150";"400";"2325"; 
"207";"0";"2550";"400";"2325"; 
"208";"0";"2950";"400";"2325"; 
"209";"0";"3350";"400";"2325"; 
"210";"0";"3750";"400";"2325"; 
"211";"0";"4150";"400";"2325"; 
"212";"0";"4550";"400";"2325"; 
"213";"0";"4950";"400";"2325"; 
"214";"0";"5350";"400";"2325"; 
"215";"0";"5750";"400";"2325"; 
"216";"0";"6150";"400";"2325"; 
"217";"0";"6550";"400";"2325"; 
"218";"0";"6950";"400";"2325"; 
"219";"0";"7350";"400";"2325"; 
"220";"0";"7750";"400";"2325"; 
"221";"0";"150";"1400";"2325"; 
"222";"0";"550";"1400";"2325"; 
"223";"0";"950";"1400";"2325"; 
"224";"0";"1350";"1400";"2325"; 
"225";"0";"1750";"1400";"2325"; 
"226";"0";"2150";"1400";"2325"; 
"227";"0";"2550";"1400";"2325"; 
"228";"0";"2950";"1400";"2325"; 
"229";"0";"3350";"1400";"2325"; 
"230";"0";"3750";"1400";"2325"; 
"231";"0";"4150";"1400";"2325"; 
"232";"0";"4550";"1400";"2325"; 
"233";"0";"4950";"1400";"2325"; 
"234";"0";"5350";"1400";"2325"; 
"235";"0";"5750";"1400";"2325"; 
"236";"0";"6150";"1400";"2325"; 
"237";"0";"6550";"1400";"2325"; 
"238";"0";"6950";"1400";"2325"; 
"239";"0";"7350";"1400";"2325"; 
"240";"0";"7750";"1400";"2325"; 
"241";"0";"150";"2300";"2325"; 
"242";"0";"550";"2300";"2325"; 
"243";"0";"950";"2300";"2325"; 
"244";"0";"1350";"2300";"2325"; 
"245";"0";"1750";"2300";"2325"; 
"246";"0";"2150";"2300";"2325"; 
"247";"0";"2550";"2300";"2325"; 
"248";"0";"2950";"2300";"2325"; 
"249";"0";"3350";"2300";"2325"; 
"250";"0";"3750";"2300";"2325"; 
"251";"0";"4150";"2300";"2325"; 
"252";"0";"4550";"2300";"2325"; 
"253";"0";"4950";"2300";"2325"; 
"254";"0";"5350";"2300";"2325"; 
"255";"0";"5750";"2300";"2325"; 
"256";"0";"6150";"2300";"2325"; 
"257";"0";"6550";"2300";"2325"; 
"258";"0";"6950";"2300";"2325"; 
"259";"0";"7350";"2300";"2325"; 
"260";"0";"7750";"2300";"2325"; 
"261";"0";"150";"3300";"2325"; 
"262";"0";"550";"3300";"2325"; 
"263";"0";"950";"3300";"2325"; 
"264";"0";"1350";"3300";"2325"; 
"265";"0";"1750";"3300";"2325"; 
"266";"0";"2150";"3300";"2325"; 
"267";"0";"2550";"3300";"2325"; 
"268";"0";"2950";"3300";"2325"; 
"269";"0";"3350";"3300";"2325"; 
"270";"0";"3750";"3300";"2325"; 
"271";"0";"4150";"3300";"2325"; 
"272";"0";"4550";"3300";"2325"; 
"273";"0";"4950";"3300";"2325"; 
"274";"0";"5350";"3300";"2325"; 
"275";"0";"5750";"3300";"2325"; 
"276";"0";"6150";"3300";"2325"; 
"277";"0";"6550";"3300";"2325"; 
"278";"0";"6950";"3300";"2325"; 
"279";"0";"7350";"3300";"2325"; 
"280";"0";"7750";"3300";"2325"; 
"281";"0";"150";"4200";"2325"; 
"282";"0";"550";"4200";"2325"; 
"283";"0";"950";"4200";"2325"; 
"284";"0";"1350";"4200";"2325"; 
"285";"0";"1750";"4200";"2325"; 
"286";"0";"2150";"4200";"2325"; 
"287";"0";"2550";"4200";"2325"; 
"288";"0";"2950";"4200";"2325"; 
"289";"0";"3350";"4200";"2325"; 
"290";"0";"3750";"4200";"2325"; 
"291";"0";"4150";"4200";"2325"; 
"292";"0";"4550";"4200";"2325"; 
"293";"0";"4950";"4200";"2325"; 
"294";"0";"5350";"4200";"2325"; 
"295";"0";"5750";"4200";"2325"; 
"296";"0";"6150";"4200";"2325"; 
"297";"0";"6550";"4200";"2325"; 
"298";"0";"6950";"4200";"2325"; 
"299";"0";"7350";"4200";"2325"; 
"300";"0";"7750";"4200";"2325"; 
"301";"0";"150";"5200";"2325"; 
"302";"0";"550";"5200";"2325"; 
"303";"0";"950";"5200";"2325"; 
"304";"0";"1350";"5200";"2325"; 
"305";"0";"1750";"5200";"2325"; 
"306";"0";"2150";"5200";"2325"; 
"307";"0";"2550";"5200";"2325"; 
"308";"0";"2950";"5200";"2325"; 
"309";"0";"3350";"5200";"2325"; 
"310";"0";"3750";"5200";"2325"; 
"311";"0";"4150";"5200";"2325"; 
"312";"0";"4550";"5200";"2325"; 
"313";"0";"4950";"5200";"2325"; 
"314";"0";"5350";"5200";"2325"; 
"315";"0";"5750";"5200";"2325"; 
"316";"0";"6150";"5200";"2325"; 
"317";"0";"6550";"5200";"2325"; 
"318";"0";"6950";"5200";"2325"; 
"319";"0";"7350";"5200";"2325"; 
"320";"0";"7750";"5200";"2325"; 
"321";"0";"150";"6100";"2325"; 
"322";"0";"550";"6100";"2325"; 
"323";"0";"950";"6100";"2325"; 
"324";"0";"1350";"6100";"2325"; 
"325";"0";"1750";"6100";"2325"; 
"326";"0";"2150";"6100";"2325"; 
"327";"0";"2550";"6100";"2325"; 
"328";"0";"2950";"6100";"2325"; 
"329";"0";"3350";"6100";"2325"; 
"330";"0";"3750";"6100";"2325"; 
"331";"0";"4150";"6100";"2325"; 
"332";"0";"4550";"6100";"2325"; 
"333";"0";"4950";"6100";"2325"; 
"334";"0";"5350";"6100";"2325"; 
"335";"0";"5750";"6100";"2325"; 
"336";"0";"6150";"6100";"2325"; 
"337";"0";"6550";"6100";"2325"; 
"338";"0";"6950";"6100";"2325"; 
"339";"0";"7350";"6100";"2325"; 
"340";"0";"7750";"6100";"2325"; 
"341";"0";"150";"7100";"2325"; 
"342";"0";"550";"7100";"2325"; 
"343";"0";"950";"7100";"2325"; 
"344";"0";"1350";"7100";"2325"; 
"345";"0";"1750";"7100";"2325"; 
"346";"0";"2150";"7100";"2325"; 
"347";"0";"2550";"7100";"2325"; 
"348";"0";"2950";"7100";"2325"; 
"349";"0";"3350";"7100";"2325"; 
"350";"0";"3750";"7100";"2325"; 
"351";"0";"4150";"7100";"2325"; 
"352";"0";"4550";"7100";"2325"; 
"353";"0";"4950";"7100";"2325"; 
"354";"0";"5350";"7100";"2325"; 
"355";"0";"5750";"7100";"2325"; 
"356";"0";"6150";"7100";"2325"; 
"357";"0";"6550";"7100";"2325"; 
"358";"0";"6950";"7100";"2325"; 
"359";"0";"7350";"7100";"2325"; 
"360";"0";"7750";"7100";"2325"; 
"361";"0";"150";"8000";"2325"; 
"362";"0";"550";"8000";"2325"; 
"363";"0";"950";"8000";"2325"; 
"364";"0";"1350";"8000";"2325"; 
"365";"0";"1750";"8000";"2325"; 
"366";"0";"2150";"8000";"2325"; 
"367";"0";"2550";"8000";"2325"; 
"368";"0";"2950";"8000";"2325"; 
"369";"0";"3350";"8000";"2325"; 
"370";"0";"3750";"8000";"2325"; 
"371";"0";"4150";"8000";"2325"; 
"372";"0";"4550";"8000";"2325"; 
"373";"0";"4950";"8000";"2325"; 
"374";"0";"5350";"8000";"2325"; 
"375";"0";"5750";"8000";"2325"; 
"376";"0";"6150";"8000";"2325"; 
"377";"0";"6550";"8000";"2325"; 
"378";"0";"6950";"8000";"2325"; 
"379";"0";"7350";"8000";"2325"; 
"380";"0";"7750";"8000";"2325"; 
"381";"0";"150";"9000";"2325"; 
"382";"0";"550";"9000";"2325"; 
"383";"0";"950";"9000";"2325"; 
"384";"0";"1350";"9000";"2325"; 
"385";"0";"1750";"9000";"2325"; 
"386";"0";"2150";"9000";"2325"; 
"387";"0";"2550";"9000";"2325"; 
"388";"0";"2950";"9000";"2325"; 
"389";"0";"3350";"9000";"2325"; 
"390";"0";"3750";"9000";"2325"; 
"391";"0";"4150";"9000";"2325"; 
"392";"0";"4550";"9000";"2325"; 
"393";"0";"4950";"9000";"2325"; 
"394";"0";"5350";"9000";"2325"; 
"395";"0";"5750";"9000";"2325"; 
"396";"0";"6150";"9000";"2325"; 
"397";"0";"6550";"9000";"2325"; 
"398";"0";"6950";"9000";"2325"; 
"399";"0";"7350";"9000";"2325"; 
"400";"0";"7750";"9000";"2325"; 
"401";"0";"150";"400";"2575"; 
"402";"0";"550";"400";"2575"; 
"403";"0";"950";"400";"2575"; 
"404";"0";"1350";"400";"2575"; 
"405";"0";"1750";"400";"2575"; 
"406";"0";"2150";"400";"2575"; 
"407";"0";"2550";"400";"2575"; 
"408";"0";"2950";"400";"2575"; 
"409";"0";"3350";"400";"2575"; 
"410";"0";"3750";"400";"2575"; 
"411";"0";"4150";"400";"2575"; 
"412";"0";"4550";"400";"2575"; 
"413";"0";"4950";"400";"2575"; 
"414";"0";"5350";"400";"2575"; 
"415";"0";"5750";"400";"2575"; 
"416";"0";"6150";"400";"2575"; 
"417";"0";"6550";"400";"2575"; 
"418";"0";"6950";"400";"2575"; 
"419";"0";"7350";"400";"2575"; 
"420";"0";"7750";"400";"2575"; 
"421";"0";"150";"1400";"2575"; 
"422";"0";"550";"1400";"2575"; 
"423";"0";"950";"1400";"2575"; 
"424";"0";"1350";"1400";"2575"; 
"425";"0";"1750";"1400";"2575"; 
"426";"0";"2150";"1400";"2575"; 
"427";"0";"2550";"1400";"2575"; 
"428";"0";"2950";"1400";"2575"; 
"429";"0";"3350";"1400";"2575"; 
"430";"0";"3750";"1400";"2575"; 
"431";"0";"4150";"1400";"2575"; 
"432";"0";"4550";"1400";"2575"; 
"433";"0";"4950";"1400";"2575"; 
"434";"0";"5350";"1400";"2575"; 
"435";"0";"5750";"1400";"2575"; 
"436";"0";"6150";"1400";"2575"; 
"437";"0";"6550";"1400";"2575"; 
"438";"0";"6950";"1400";"2575"; 
"439";"0";"7350";"1400";"2575"; 
"440";"0";"7750";"1400";"2575"; 
"441";"0";"150";"2300";"2575"; 
"442";"0";"550";"2300";"2575"; 
"443";"0";"950";"2300";"2575"; 
"444";"0";"1350";"2300";"2575"; 
"445";"0";"1750";"2300";"2575"; 
"446";"0";"2150";"2300";"2575"; 
"447";"0";"2550";"2300";"2575"; 
"448";"0";"2950";"2300";"2575"; 
"449";"0";"3350";"2300";"2575"; 
"450";"0";"3750";"2300";"2575"; 
"451";"0";"4150";"2300";"2575"; 
"452";"0";"4550";"2300";"2575"; 
"453";"0";"4950";"2300";"2575"; 
"454";"0";"5350";"2300";"2575"; 
"455";"0";"5750";"2300";"2575"; 
"456";"0";"6150";"2300";"2575"; 
"457";"0";"6550";"2300";"2575"; 
"458";"0";"6950";"2300";"2575"; 
"459";"0";"7350";"2300";"2575"; 
"460";"0";"7750";"2300";"2575"; 
"461";"0";"150";"3300";"2575"; 
"462";"0";"550";"3300";"2575"; 
"463";"0";"950";"3300";"2575"; 
"464";"0";"1350";"3300";"2575"; 
"465";"0";"1750";"3300";"2575"; 
"466";"0";"2150";"3300";"2575"; 
"467";"0";"2550";"3300";"2575"; 
"468";"0";"2950";"3300";"2575"; 
"469";"0";"3350";"3300";"2575"; 
"470";"0";"3750";"3300";"2575"; 
"471";"0";"4150";"3300";"2575"; 
"472";"0";"4550";"3300";"2575"; 
"473";"0";"4950";"3300";"2575"; 
"474";"0";"5350";"3300";"2575"; 
"475";"0";"5750";"3300";"2575"; 
"476";"0";"6150";"3300";"2575"; 
"477";"0";"6550";"3300";"2575"; 
"478";"0";"6950";"3300";"2575"; 
"479";"0";"7350";"3300";"2575"; 
"480";"0";"7750";"3300";"2575"; 
"481";"0";"150";"4200";"2575"; 
"482";"0";"550";"4200";"2575"; 
"483";"0";"950";"4200";"2575"; 
"484";"0";"1350";"4200";"2575"; 
"485";"0";"1750";"4200";"2575"; 
"486";"0";"2150";"4200";"2575"; 
"487";"0";"2550";"4200";"2575"; 
"488";"0";"2950";"4200";"2575"; 
"489";"0";"3350";"4200";"2575"; 
"490";"0";"3750";"4200";"2575"; 
"491";"0";"4150";"4200";"2575"; 
"492";"0";"4550";"4200";"2575"; 
"493";"0";"4950";"4200";"2575"; 
"494";"0";"5350";"4200";"2575"; 
"495";"0";"5750";"4200";"2575"; 
"496";"0";"6150";"4200";"2575"; 
